"spcdist" "p_value"
"17897" 7896 1
"17898" 7897 1
"17899" 7898 0.998
"17900" 7899 0.995
"17901" 7900 0.887
"17902" 7901 0.892
"17903" 7902 0.979
"17904" 7903 1
"17905" 7904 0.996
"17906" 7905 0.852
"17907" 7906 0.994
"17908" 7907 0.993
"17909" 7908 0.938
"17910" 7909 0.995
"17911" 7910 0.991
"17912" 7911 1
"17913" 7912 0.67
"17914" 7913 0.9
"17915" 7914 0.972
"17916" 7915 0.993
"17917" 7916 0.991
"17918" 7917 0.997
"17919" 7918 1
"17920" 7919 0.993
"17921" 7920 0.525
"17922" 7921 1
"17923" 7922 0.738
"17924" 7923 0.999
"17925" 7924 1
"17926" 7925 0.986
"17927" 7926 0.984
"17928" 7927 0.998
"17929" 7928 0.999
"17930" 7929 0.941
"17931" 7930 1
"17932" 7931 0.931
"17933" 7932 0.996
"17934" 7933 0.701
"17935" 7934 0.997
"17936" 7935 0.992
"17937" 7936 0.965
"17938" 7937 1
"17939" 7938 1
"17940" 7939 0.967
"17941" 7940 0.998
"17942" 7941 0.998
"17943" 7942 0.968
"17944" 7943 0.999
"17945" 7944 0.992
"17946" 7945 0.988
"17947" 7946 0.608
"17948" 7947 0.958
"17949" 7948 0.962
"17950" 7949 0.734
"17951" 7950 0.941
"17952" 7951 0.978
"17953" 7952 0.833
"17954" 7953 0.998
"17955" 7954 0.996
"17956" 7955 0.985
"17957" 7956 0.997
"17958" 7957 0.989
"17959" 7958 0.928
"17960" 7959 0.73
"17961" 7960 0.969
"17962" 7961 0.999
"17963" 7962 0.987
"17964" 7963 0.856
"17965" 7964 0.997
"17966" 7965 0.938
"17967" 7966 0.998
"17968" 7967 0.999
"17969" 7968 0.975
"17970" 7969 0.928
"17971" 7970 0.997
"17972" 7971 0.925
"17973" 7972 0.855
"17974" 7973 1
"17975" 7974 0.967
"17976" 7975 0.996
"17977" 7976 0.771
"17978" 7977 0.944
"17979" 7978 0.991
"17980" 7979 0.905
"17981" 7980 0.909
"17982" 7981 0.928
"17983" 7982 0.922
"17984" 7983 0.691
"17985" 7984 1
"17986" 7985 0.93
"17987" 7986 0.928
"17988" 7987 0.995
"17989" 7988 0.961
"17990" 7989 0.754
"17991" 7990 0.957
"17992" 7991 0.945
"17993" 7992 0.985
"17994" 7993 0.998
"17995" 7994 0.978
"17996" 7995 0.981
"17997" 7996 0.906
"17998" 7997 0.992
"17999" 7998 0.791
"18000" 7999 0.962
"18001" 8000 0.985
"18002" 8001 0.988
"18003" 8002 0.83
"18004" 8003 0.988
"18005" 8004 0.994
"18006" 8005 0.996
"18007" 8006 0.834
"18008" 8007 0.999
"18009" 8008 0.999
"18010" 8009 0.883
"18011" 8010 0.96
"18012" 8011 0.999
"18013" 8012 0.988
"18014" 8013 0.994
"18015" 8014 0.74
"18016" 8015 0.972
"18017" 8016 0.983
"18018" 8017 0.79
"18019" 8018 0.976
"18020" 8019 0.886
"18021" 8020 0.966
"18022" 8021 0.925
"18023" 8022 0.703
"18024" 8023 0.81
"18025" 8024 0.999
"18026" 8025 0.669
"18027" 8026 0.859
"18028" 8027 0.998
"18029" 8028 0.838
"18030" 8029 1
"18031" 8030 0.978
"18032" 8031 0.963
"18033" 8032 0.942
"18034" 8033 0.942
"18035" 8034 1
"18036" 8035 0.997
"18037" 8036 0.999
"18038" 8037 0.976
"18039" 8038 0.985
"18040" 8039 0.998
"18041" 8040 0.903
"18042" 8041 0.981
"18043" 8042 0.998
"18044" 8043 0.989
"18045" 8044 0.782
"18046" 8045 0.971
"18047" 8046 0.996
"18048" 8047 0.916
"18049" 8048 0.999
"18050" 8049 0.989
"18051" 8050 0.961
"18052" 8051 1
"18053" 8052 0.976
"18054" 8053 0.979
"18055" 8054 1
"18056" 8055 0.988
"18057" 8056 0.947
"18058" 8057 0.895
"18059" 8058 0.905
"18060" 8059 0.889
"18061" 8060 0.758
"18062" 8061 0.99
"18063" 8062 0.994
"18064" 8063 0.957
"18065" 8064 0.973
"18066" 8065 0.988
"18067" 8066 0.778
"18068" 8067 0.994
"18069" 8068 0.959
"18070" 8069 0.994
"18071" 8070 0.993
"18072" 8071 0.974
"18073" 8072 1
"18074" 8073 0.449
"18075" 8074 0.898
"18076" 8075 0.994
"18077" 8076 0.979
"18078" 8077 0.968
"18079" 8078 0.694
"18080" 8079 1
"18081" 8080 0.94
"18082" 8081 1
"18083" 8082 0.846
"18084" 8083 0.933
"18085" 8084 0.924
"18086" 8085 0.99
"18087" 8086 0.888
"18088" 8087 0.894
"18089" 8088 0.962
"18090" 8089 0.819
"18091" 8090 0.785
"18092" 8091 0.93
"18093" 8092 0.694
"18094" 8093 0.633
"18095" 8094 0.996
"18096" 8095 0.902
"18097" 8096 0.947
"18098" 8097 0.986
"18099" 8098 0.991
"18100" 8099 1
"18101" 8100 1
"18102" 8101 0.752
"18103" 8102 0.845
"18104" 8103 0.797
"18105" 8104 0.925
"18106" 8105 0.997
"18107" 8106 0.954
"18108" 8107 0.913
"18109" 8108 0.773
"18110" 8109 1
"18111" 8110 0.971
"18112" 8111 0.816
"18113" 8112 0.998
"18114" 8113 0.975
"18115" 8114 0.994
"18116" 8115 0.998
"18117" 8116 0.976
"18118" 8117 0.998
"18119" 8118 0.993
"18120" 8119 1
"18121" 8120 0.899
"18122" 8121 0.998
"18123" 8122 0.96
"18124" 8123 0.863
"18125" 8124 0.952
"18126" 8125 0.8
"18127" 8126 0.985
"18128" 8127 0.996
"18129" 8128 1
"18130" 8129 0.763
"18131" 8130 0.985
"18132" 8131 1
"18133" 8132 0.999
"18134" 8133 0.997
"18135" 8134 0.997
"18136" 8135 0.944
"18137" 8136 0.592
"18138" 8137 0.997
"18139" 8138 0.985
"18140" 8139 0.998
"18141" 8140 0.998
"18142" 8141 0.977
"18143" 8142 0.945
"18144" 8143 0.993
"18145" 8144 0.988
"18146" 8145 0.969
"18147" 8146 1
"18148" 8147 0.983
"18149" 8148 0.832
"18150" 8149 0.581
"18151" 8150 0.881
"18152" 8151 0.919
"18153" 8152 0.912
"18154" 8153 0.974
"18155" 8154 0.987
"18156" 8155 0.939
"18157" 8156 1
"18158" 8157 0.995
"18159" 8158 0.999
"18160" 8159 0.991
"18161" 8160 0.798
"18162" 8161 0.984
"18163" 8162 0.976
"18164" 8163 0.992
"18165" 8164 0.929
"18166" 8165 0.862
"18167" 8166 0.994
"18168" 8167 0.899
"18169" 8168 0.995
"18170" 8169 0.931
"18171" 8170 0.924
"18172" 8171 0.621
"18173" 8172 0.998
"18174" 8173 0.817
"18175" 8174 0.996
"18176" 8175 1
"18177" 8176 0.914
"18178" 8177 1
"18179" 8178 0.996
"18180" 8179 1
"18181" 8180 0.991
"18182" 8181 0.978
"18183" 8182 0.96
"18184" 8183 0.981
"18185" 8184 0.986
"18186" 8185 1
"18187" 8186 1
"18188" 8187 0.94
"18189" 8188 0.897
"18190" 8189 0.994
"18191" 8190 0.311
"18192" 8191 0.994
"18193" 8192 0.962
"18194" 8193 0.971
"18195" 8194 0.928
"18196" 8195 0.999
"18197" 8196 0.945
"18198" 8197 0.984
"18199" 8198 0.999
"18200" 8199 0.999
"18201" 8200 0.972
"18202" 8201 0.982
"18203" 8202 0.988
"18204" 8203 0.919
"18205" 8204 0.992
"18206" 8205 0.997
"18207" 8206 0.98
"18208" 8207 0.999
"18209" 8208 0.997
"18210" 8209 0.922
"18211" 8210 1
"18212" 8211 0.199
"18213" 8212 0.992
"18214" 8213 0.987
"18215" 8214 0.94
"18216" 8215 1
"18217" 8216 0.998
"18218" 8217 0.97
"18219" 8218 0.997
"18220" 8219 1
"18221" 8220 0.992
"18222" 8221 0.972
"18223" 8222 0.992
"18224" 8223 0.746
"18225" 8224 0.986
"18226" 8225 0.766
"18227" 8226 0.97
"18228" 8227 1
"18229" 8228 0.937
"18230" 8229 0.666
"18231" 8230 0.992
"18232" 8231 1
"18233" 8232 0.924
"18234" 8233 1
"18235" 8234 0.997
"18236" 8235 1
"18237" 8236 1
"18238" 8237 0.712
"18239" 8238 0.993
"18240" 8239 0.953
"18241" 8240 0.848
"18242" 8241 0.608
"18243" 8242 0.921
"18244" 8243 0.674
"18245" 8244 1
"18246" 8245 0.999
"18247" 8246 0.996
"18248" 8247 0.959
"18249" 8248 0.999
"18250" 8249 0.946
"18251" 8250 0.916
"18252" 8251 0.668
"18253" 8252 0.849
"18254" 8253 0.999
"18255" 8254 0.489
"18256" 8255 0.999
"18257" 8256 0.981
"18258" 8257 0.808
"18259" 8258 1
"18260" 8259 1
"18261" 8260 0.911
"18262" 8261 0.976
"18263" 8262 0.989
"18264" 8263 0.98
"18265" 8264 0.668
"18266" 8265 0.993
"18267" 8266 0.99
"18268" 8267 0.812
"18269" 8268 0.976
"18270" 8269 0.725
"18271" 8270 0.789
"18272" 8271 1
"18273" 8272 0.997
"18274" 8273 1
"18275" 8274 0.996
"18276" 8275 1
"18277" 8276 0.883
"18278" 8277 0.999
"18279" 8278 0.971
"18280" 8279 0.662
"18281" 8280 0.993
"18282" 8281 0.994
"18283" 8282 1
"18284" 8283 0.866
"18285" 8284 0.996
"18286" 8285 0.948
"18287" 8286 1
"18288" 8287 0.999
"18289" 8288 0.899
"18290" 8289 0.935
"18291" 8290 0.29
"18292" 8291 0.889
"18293" 8292 0.989
"18294" 8293 0.935
"18295" 8294 0.948
"18296" 8295 0.991
"18297" 8296 0.982
"18298" 8297 1
"18299" 8298 0.933
"18300" 8299 0.997
"18301" 8300 0.921
"18302" 8301 0.902
"18303" 8302 0.874
"18304" 8303 0.851
"18305" 8304 0.913
"18306" 8305 0.991
"18307" 8306 0.786
"18308" 8307 0.991
"18309" 8308 0.987
"18310" 8309 0.631
"18311" 8310 1
"18312" 8311 0.46
"18313" 8312 0.964
"18314" 8313 0.973
"18315" 8314 0.861
"18316" 8315 0.987
"18317" 8316 0.923
"18318" 8317 0.956
"18319" 8318 1
"18320" 8319 0.74
"18321" 8320 0.984
"18322" 8321 0.974
"18323" 8322 0.941
"18324" 8323 0.857
"18325" 8324 0.966
"18326" 8325 0.871
"18327" 8326 0.998
"18328" 8327 0.981
"18329" 8328 0.999
"18330" 8329 0.985
"18331" 8330 0.86
"18332" 8331 0.919
"18333" 8332 0.973
"18334" 8333 1
"18335" 8334 1
"18336" 8335 0.954
"18337" 8336 0.973
"18338" 8337 0.979
"18339" 8338 0.997
"18340" 8339 0.88
"18341" 8340 1
"18342" 8341 0.999
"18343" 8342 0.993
"18344" 8343 0.872
"18345" 8344 0.938
"18346" 8345 0.987
"18347" 8346 0.989
"18348" 8347 0.936
"18349" 8348 0.584
"18350" 8349 0.599
"18351" 8350 0.996
"18352" 8351 0.99
"18353" 8352 1
"18354" 8353 0.996
"18355" 8354 0.91
"18356" 8355 0.999
"18357" 8356 0.68
"18358" 8357 0.964
"18359" 8358 0.978
"18360" 8359 0.957
"18361" 8360 0.911
"18362" 8361 0.998
"18363" 8362 0.667
"18364" 8363 0.999
"18365" 8364 1
"18366" 8365 0.964
"18367" 8366 0.995
"18368" 8367 0.985
"18369" 8368 0.983
"18370" 8369 0.981
"18371" 8370 0.959
"18372" 8371 0.996
"18373" 8372 0.996
"18374" 8373 0.96
"18375" 8374 0.926
"18376" 8375 0.832
"18377" 8376 0.966
"18378" 8377 0.984
"18379" 8378 0.999
"18380" 8379 0.989
"18381" 8380 1
"18382" 8381 0.854
"18383" 8382 0.981
"18384" 8383 0.99
"18385" 8384 0.977
"18386" 8385 0.983
"18387" 8386 0.99
"18388" 8387 1
"18389" 8388 0.999
"18390" 8389 0.999
"18391" 8390 0.934
"18392" 8391 0.988
"18393" 8392 0.861
"18394" 8393 0.988
"18395" 8394 0.95
"18396" 8395 0.997
"18397" 8396 0.998
"18398" 8397 0.864
"18399" 8398 0.963
"18400" 8399 0.976
"18401" 8400 0.97
"18402" 8401 0.998
"18403" 8402 1
"18404" 8403 0.996
"18405" 8404 0.982
"18406" 8405 0.985
"18407" 8406 0.98
"18408" 8407 0.991
"18409" 8408 0.902
"18410" 8409 0.994
"18411" 8410 0.712
"18412" 8411 0.963
"18413" 8412 0.974
"18414" 8413 0.989
"18415" 8414 0.992
"18416" 8415 0.995
"18417" 8416 0.853
"18418" 8417 0.957
"18419" 8418 1
"18420" 8419 0.965
"18421" 8420 1
"18422" 8421 0.996
"18423" 8422 0.978
"18424" 8423 1
"18425" 8424 0.999
"18426" 8425 0.92
"18427" 8426 0.973
"18428" 8427 0.972
"18429" 8428 0.965
"18430" 8429 1
"18431" 8430 1
"18432" 8431 0.747
"18433" 8432 0.881
"18434" 8433 0.994
"18435" 8434 0.939
"18436" 8435 0.981
"18437" 8436 0.975
"18438" 8437 0.999
"18439" 8438 0.946
"18440" 8439 0.998
"18441" 8440 0.965
"18442" 8441 0.934
"18443" 8442 0.999
"18444" 8443 1
"18445" 8444 0.99
"18446" 8445 0.998
"18447" 8446 0.719
"18448" 8447 0.999
"18449" 8448 0.744
"18450" 8449 0.999
"18451" 8450 0.411
"18452" 8451 0.937
"18453" 8452 1
"18454" 8453 0.996
"18455" 8454 1
"18456" 8455 0.982
"18457" 8456 0.904
"18458" 8457 0.407
"18459" 8458 0.971
"18460" 8459 0.996
"18461" 8460 0.999
"18462" 8461 0.988
"18463" 8462 0.954
"18464" 8463 0.927
"18465" 8464 0.994
"18466" 8465 0.931
"18467" 8466 0.973
"18468" 8467 0.993
"18469" 8468 0.892
"18470" 8469 0.915
"18471" 8470 0.997
"18472" 8471 0.747
"18473" 8472 0.999
"18474" 8473 0.795
"18475" 8474 0.983
"18476" 8475 0.957
"18477" 8476 0.999
"18478" 8477 0.8
"18479" 8478 0.978
"18480" 8479 0.994
"18481" 8480 0.815
"18482" 8481 0.832
"18483" 8482 0.961
"18484" 8483 1
"18485" 8484 0.959
"18486" 8485 0.956
"18487" 8486 0.979
"18488" 8487 0.922
"18489" 8488 0.934
"18490" 8489 0.987
"18491" 8490 0.994
"18492" 8491 0.991
"18493" 8492 0.963
"18494" 8493 0.991
"18495" 8494 0.971
"18496" 8495 0.99
"18497" 8496 0.991
"18498" 8497 0.994
"18499" 8498 0.991
"18500" 8499 0.985
"18501" 8500 0.989
"18502" 8501 0.995
"18503" 8502 0.95
"18504" 8503 0.987
"18505" 8504 0.973
"18506" 8505 1
"18507" 8506 0.821
"18508" 8507 0.997
"18509" 8508 0.977
"18510" 8509 0.992
"18511" 8510 0.984
"18512" 8511 0.953
"18513" 8512 0.677
"18514" 8513 0.995
"18515" 8514 0.975
"18516" 8515 0.852
"18517" 8516 0.963
"18518" 8517 0.995
"18519" 8518 1
"18520" 8519 1
"18521" 8520 0.881
"18522" 8521 0.999
"18523" 8522 0.991
"18524" 8523 0.987
"18525" 8524 0.873
"18526" 8525 0.982
"18527" 8526 0.838
"18528" 8527 0.942
"18529" 8528 0.78
"18530" 8529 0.988
"18531" 8530 0.975
"18532" 8531 1
"18533" 8532 1
"18534" 8533 0.796
"18535" 8534 0.987
"18536" 8535 0.999
"18537" 8536 0.92
"18538" 8537 0.977
"18539" 8538 1
"18540" 8539 1
"18541" 8540 1
"18542" 8541 0.952
"18543" 8542 0.576
"18544" 8543 0.987
"18545" 8544 0.901
"18546" 8545 0.999
"18547" 8546 0.986
"18548" 8547 0.992
"18549" 8548 0.999
"18550" 8549 0.974
"18551" 8550 0.997
"18552" 8551 0.994
"18553" 8552 0.35
"18554" 8553 1
"18555" 8554 0.949
"18556" 8555 0.984
"18557" 8556 0.989
"18558" 8557 0.755
"18559" 8558 0.736
"18560" 8559 0.996
"18561" 8560 0.999
"18562" 8561 0.985
"18563" 8562 0.735
"18564" 8563 0.974
"18565" 8564 1
"18566" 8565 1
"18567" 8566 0.918
"18568" 8567 0.996
"18569" 8568 0.997
"18570" 8569 0.997
"18571" 8570 1
"18572" 8571 0.774
"18573" 8572 0.999
"18574" 8573 0.995
"18575" 8574 0.965
"18576" 8575 0.987
"18577" 8576 0.915
"18578" 8577 0.998
"18579" 8578 0.997
"18580" 8579 0.856
"18581" 8580 0.939
"18582" 8581 0.997
"18583" 8582 0.998
"18584" 8583 1
"18585" 8584 0.971
"18586" 8585 0.998
"18587" 8586 1
"18588" 8587 0.997
"18589" 8588 0.936
"18590" 8589 0.975
"18591" 8590 0.959
"18592" 8591 0.966
"18593" 8592 0.996
"18594" 8593 1
"18595" 8594 0.973
"18596" 8595 0.995
"18597" 8596 0.986
"18598" 8597 0.997
"18599" 8598 1
"18600" 8599 0.992
"18601" 8600 0.868
"18602" 8601 0.977
"18603" 8602 0.973
"18604" 8603 0.964
"18605" 8604 0.965
"18606" 8605 0.908
"18607" 8606 0.951
"18608" 8607 0.878
"18609" 8608 0.882
"18610" 8609 0.8
"18611" 8610 0.984
"18612" 8611 0.915
"18613" 8612 0.999
"18614" 8613 0.993
"18615" 8614 0.998
"18616" 8615 0.996
"18617" 8616 0.991
"18618" 8617 0.964
"18619" 8618 0.996
"18620" 8619 0.983
"18621" 8620 0.991
"18622" 8621 0.837
"18623" 8622 0.999
"18624" 8623 0.969
"18625" 8624 0.815
"18626" 8625 0.995
"18627" 8626 0.953
"18628" 8627 0.953
"18629" 8628 1
"18630" 8629 0.981
"18631" 8630 0.77
"18632" 8631 0.99
"18633" 8632 0.999
"18634" 8633 0.965
"18635" 8634 0.778
"18636" 8635 1
"18637" 8636 0.995
"18638" 8637 0.924
"18639" 8638 0.963
"18640" 8639 0.993
"18641" 8640 0.993
"18642" 8641 0.994
"18643" 8642 0.998
"18644" 8643 0.989
"18645" 8644 0.985
"18646" 8645 0.957
"18647" 8646 0.884
"18648" 8647 0.978
"18649" 8648 0.979
"18650" 8649 0.998
"18651" 8650 0.943
"18652" 8651 0.996
"18653" 8652 0.957
"18654" 8653 1
"18655" 8654 1
"18656" 8655 0.989
"18657" 8656 0.996
"18658" 8657 0.939
"18659" 8658 0.883
"18660" 8659 0.996
"18661" 8660 0.91
"18662" 8661 0.933
"18663" 8662 0.958
"18664" 8663 0.936
"18665" 8664 0.999
"18666" 8665 0.873
"18667" 8666 0.998
"18668" 8667 0.999
"18669" 8668 0.981
"18670" 8669 1
"18671" 8670 0.757
"18672" 8671 0.994
"18673" 8672 0.964
"18674" 8673 0.9
"18675" 8674 0.992
"18676" 8675 0.978
"18677" 8676 0.967
"18678" 8677 0.963
"18679" 8678 0.997
"18680" 8679 0.951
"18681" 8680 0.87
"18682" 8681 0.999
"18683" 8682 0.933
"18684" 8683 0.999
"18685" 8684 0.876
"18686" 8685 0.99
"18687" 8686 0.993
"18688" 8687 0.998
"18689" 8688 0.892
"18690" 8689 0.999
"18691" 8690 0.901
"18692" 8691 0.917
"18693" 8692 0.783
"18694" 8693 0.989
"18695" 8694 0.938
"18696" 8695 0.992
"18697" 8696 0.982
"18698" 8697 0.998
"18699" 8698 0.995
"18700" 8699 0.927
"18701" 8700 1
"18702" 8701 0.784
"18703" 8702 0.989
"18704" 8703 0.576
"18705" 8704 0.981
"18706" 8705 0.991
"18707" 8706 0.979
"18708" 8707 0.892
"18709" 8708 0.977
"18710" 8709 0.984
"18711" 8710 0.898
"18712" 8711 1
"18713" 8712 0.928
"18714" 8713 0.58
"18715" 8714 0.951
"18716" 8715 0.978
"18717" 8716 0.997
"18718" 8717 0.786
"18719" 8718 0.993
"18720" 8719 0.979
"18721" 8720 0.984
"18722" 8721 1
"18723" 8722 0.88
"18724" 8723 0.915
"18725" 8724 0.987
"18726" 8725 0.696
"18727" 8726 0.947
"18728" 8727 0.878
"18729" 8728 0.847
"18730" 8729 0.976
"18731" 8730 0.998
"18732" 8731 1
"18733" 8732 0.999
"18734" 8733 1
"18735" 8734 1
"18736" 8735 0.999
"18737" 8736 0.955
"18738" 8737 0.998
"18739" 8738 0.972
"18740" 8739 1
"18741" 8740 0.961
"18742" 8741 1
"18743" 8742 0.762
"18744" 8743 0.993
"18745" 8744 0.989
"18746" 8745 0.951
"18747" 8746 0.975
"18748" 8747 0.999
"18749" 8748 0.938
"18750" 8749 1
"18751" 8750 0.928
"18752" 8751 0.969
"18753" 8752 0.998
"18754" 8753 0.958
"18755" 8754 0.999
"18756" 8755 0.999
"18757" 8756 0.999
"18758" 8757 1
"18759" 8758 0.999
"18760" 8759 0.999
"18761" 8760 1
"18762" 8761 0.998
"18763" 8762 0.88
"18764" 8763 0.991
"18765" 8764 0.94
"18766" 8765 0.994
"18767" 8766 0.966
"18768" 8767 1
"18769" 8768 1
"18770" 8769 0.969
"18771" 8770 0.917
"18772" 8771 0.995
"18773" 8772 1
"18774" 8773 0.626
"18775" 8774 0.999
"18776" 8775 0.991
"18777" 8776 0.98
"18778" 8777 0.99
"18779" 8778 1
"18780" 8779 0.779
"18781" 8780 0.999
"18782" 8781 0.857
"18783" 8782 0.988
"18784" 8783 0.981
"18785" 8784 0.998
"18786" 8785 0.997
"18787" 8786 0.977
"18788" 8787 0.987
"18789" 8788 0.998
"18790" 8789 0.698
"18791" 8790 0.924
"18792" 8791 0.874
"18793" 8792 0.999
"18794" 8793 1
"18795" 8794 0.998
"18796" 8795 0.996
"18797" 8796 0.957
"18798" 8797 0.999
"18799" 8798 0.875
"18800" 8799 0.987
"18801" 8800 0.99
"18802" 8801 0.975
"18803" 8802 0.998
"18804" 8803 1
"18805" 8804 1
"18806" 8805 0.999
"18807" 8806 1
"18808" 8807 0.993
"18809" 8808 0.937
"18810" 8809 0.975
"18811" 8810 0.931
"18812" 8811 0.888
"18813" 8812 0.989
"18814" 8813 0.844
"18815" 8814 0.884
"18816" 8815 0.981
"18817" 8816 0.999
"18818" 8817 0.834
"18819" 8818 1
"18820" 8819 0.981
"18821" 8820 0.998
"18822" 8821 0.882
"18823" 8822 0.819
"18824" 8823 0.979
"18825" 8824 1
"18826" 8825 0.969
"18827" 8826 0.964
"18828" 8827 0.999
"18829" 8828 1
"18830" 8829 0.969
"18831" 8830 0.956
"18832" 8831 1
"18833" 8832 1
"18834" 8833 0.918
"18835" 8834 0.97
"18836" 8835 0.997
"18837" 8836 1
"18838" 8837 0.987
"18839" 8838 0.904
"18840" 8839 0.976
"18841" 8840 0.98
"18842" 8841 0.861
"18843" 8842 0.983
"18844" 8843 1
"18845" 8844 0.962
"18846" 8845 0.958
"18847" 8846 0.983
"18848" 8847 0.972
"18849" 8848 1
"18850" 8849 0.974
"18851" 8850 1
"18852" 8851 0.765
"18853" 8852 0.994
"18854" 8853 0.895
"18855" 8854 0.98
"18856" 8855 0.999
"18857" 8856 0.978
"18858" 8857 0.997
"18859" 8858 1
"18860" 8859 0.913
"18861" 8860 0.999
"18862" 8861 0.952
"18863" 8862 0.927
"18864" 8863 0.99
"18865" 8864 0.994
"18866" 8865 0.989
"18867" 8866 0.994
"18868" 8867 0.998
"18869" 8868 0.941
"18870" 8869 0.727
"18871" 8870 0.836
"18872" 8871 0.999
"18873" 8872 0.906
"18874" 8873 0.978
"18875" 8874 0.957
"18876" 8875 0.796
"18877" 8876 0.999
"18878" 8877 0.998
"18879" 8878 0.897
"18880" 8879 0.738
"18881" 8880 0.968
"18882" 8881 0.958
"18883" 8882 0.827
"18884" 8883 0.98
"18885" 8884 0.963
"18886" 8885 0.974
"18887" 8886 1
"18888" 8887 0.841
"18889" 8888 1
"18890" 8889 0.987
"18891" 8890 0.887
"18892" 8891 0.994
"18893" 8892 0.736
"18894" 8893 0.934
"18895" 8894 0.967
"18896" 8895 0.915
"18897" 8896 0.998
"18898" 8897 0.999
"18899" 8898 0.867
"18900" 8899 1
"18901" 8900 0.986
"18902" 8901 0.97
"18903" 8902 0.875
"18904" 8903 0.997
"18905" 8904 0.994
"18906" 8905 0.999
"18907" 8906 0.976
"18908" 8907 0.94
"18909" 8908 0.984
"18910" 8909 0.994
"18911" 8910 0.948
"18912" 8911 0.677
"18913" 8912 0.997
"18914" 8913 0.99
"18915" 8914 0.998
"18916" 8915 0.702
"18917" 8916 0.997
"18918" 8917 1
"18919" 8918 0.99
"18920" 8919 0.909
"18921" 8920 0.98
"18922" 8921 0.989
"18923" 8922 0.929
"18924" 8923 0.642
"18925" 8924 0.88
"18926" 8925 0.997
"18927" 8926 0.986
"18928" 8927 0.999
"18929" 8928 0.889
"18930" 8929 0.992
"18931" 8930 0.999
"18932" 8931 0.994
"18933" 8932 0.99
"18934" 8933 0.987
"18935" 8934 0.979
"18936" 8935 0.87
"18937" 8936 0.989
"18938" 8937 0.999
"18939" 8938 0.997
"18940" 8939 0.93
"18941" 8940 0.993
"18942" 8941 0.997
"18943" 8942 0.856
"18944" 8943 0.936
"18945" 8944 0.994
"18946" 8945 0.888
"18947" 8946 1
"18948" 8947 0.403
"18949" 8948 0.866
"18950" 8949 0.95
"18951" 8950 0.999
"18952" 8951 0.674
"18953" 8952 1
"18954" 8953 0.662
"18955" 8954 0.859
"18956" 8955 0.558
"18957" 8956 1
"18958" 8957 0.993
"18959" 8958 0.968
"18960" 8959 1
"18961" 8960 0.997
"18962" 8961 0.995
"18963" 8962 0.822
"18964" 8963 0.993
"18965" 8964 0.946
"18966" 8965 0.988
"18967" 8966 0.967
"18968" 8967 0.991
"18969" 8968 0.969
"18970" 8969 0.988
"18971" 8970 0.91
"18972" 8971 0.864
"18973" 8972 0.993
"18974" 8973 0.965
"18975" 8974 0.995
"18976" 8975 0.973
"18977" 8976 0.998
"18978" 8977 0.983
"18979" 8978 0.993
"18980" 8979 0.992
"18981" 8980 0.957
"18982" 8981 0.992
"18983" 8982 0.995
"18984" 8983 0.967
"18985" 8984 0.985
"18986" 8985 0.999
"18987" 8986 0.911
"18988" 8987 0.973
"18989" 8988 1
"18990" 8989 0.981
"18991" 8990 0.995
"18992" 8991 0.916
"18993" 8992 0.991
"18994" 8993 0.95
"18995" 8994 0.824
"18996" 8995 0.789
"18997" 8996 0.845
"18998" 8997 0.997
"18999" 8998 0.963
"19000" 8999 0.87
"19001" 9000 0.93
"19002" 9001 0.994
"19003" 9002 0.98
"19004" 9003 0.979
"19005" 9004 0.676
"19006" 9005 0.948
"19007" 9006 0.998
"19008" 9007 1
"19009" 9008 0.962
"19010" 9009 1
"19011" 9010 0.997
"19012" 9011 0.995
"19013" 9012 0.991
"19014" 9013 1
"19015" 9014 0.951
"19016" 9015 0.687
"19017" 9016 1
"19018" 9017 1
"19019" 9018 0.991
