"Chromosome"	"Start"	"End"	"MP"
"chr20"	51800791	51800792	3.7
"chr1"	17004772	17004773	96.4
"chr5"	76997777	76997778	4.2
"chr5"	93341552	93341553	94.1
"chr21"	42381675	42381676	61.2
"chr14"	73519982	73519983	94
"chr6"	26028307	26028308	94.3
"chr6"	6003300	6003301	9.8
"chr17"	79063146	79063147	93.7
"chr5"	51330704	51330705	82.5
"chr4"	37878708	37878709	96.1
"chr2"	136817988	136817989	91.4
"chr12"	111406005	111406006	2.7
"chr16"	2753189	2753190	3
"chr2"	15508916	15508917	96.2
"chr13"	97525256	97525257	94.6
"chr16"	57868855	57868856	60.6
"chr2"	155360298	155360299	95.5
"chrY"	13280344	13280345	90.5
"chr15"	90170476	90170477	96.1
"chr3"	159005556	159005557	75.3
"chr8"	10981337	10981338	92.9
"chr9"	122093348	122093349	3.1
"chr21"	7121257	7121258	26.1
"chr16"	27313987	27313988	3.4
"chr10"	117641609	117641610	83.4
"chr6"	2970033	2970034	89.4
"chr6"	119326806	119326807	46.5
"chr2"	87235714	87235715	96.4
"chr16"	1983434	1983435	3.6
"chr2"	140678862	140678863	96.8
"chr11"	23099876	23099877	91.6
"chr2"	26574621	26574622	66.6
"chr22"	48481430	48481431	95
"chr17"	57941153	57941154	3.6
"chr20"	63006613	63006614	4
"chr8"	43563670	43563671	95
"chr3"	67289850	67289851	80.9
"chr13"	109747363	109747364	73.8
"chr15"	29206653	29206654	74.5
"chr21"	41305008	41305009	57.5
"chr6"	153453177	153453178	13.2
"chr12"	131579114	131579115	60.9
"chr9"	111483855	111483856	5
"chr19"	33906198	33906199	2.6
"chr6"	67480568	67480569	94.6
"chr22"	27221654	27221655	47.4
"chr8"	15144612	15144613	87.3
"chr4"	6803487	6803488	39.6
"chr16"	84896337	84896338	74
"chr3"	125413740	125413741	96
"chr12"	14305453	14305454	96.9
"chr2"	50273146	50273147	58
"chr12"	76017045	76017046	93.2
"chr10"	96061027	96061028	92.7
"chr1"	174782664	174782665	96.5
"chr5"	108690140	108690141	61.1
"chr7"	43331696	43331697	86.4
"chr2"	136914596	136914597	96.4
"chr21"	42613113	42613114	93.8
"chr20"	51492916	51492917	95.7
"chr15"	66692559	66692560	96.9
"chr5"	61548175	61548176	52.5
"chrX"	104586144	104586145	32.8
"chr21"	32412537	32412538	3.7
"chr1"	150010814	150010815	3.6
"chr5"	140850430	140850431	96.6
"chrX"	100928545	100928546	3
"chr11"	72416689	72416690	96.9
"chr13"	98939101	98939102	71.1
"chr1"	58369289	58369290	92.7
"chr20"	31511771	31511772	95.1
"chr9"	93119085	93119086	93.6
"chr2"	209486692	209486693	91.6
"chr6"	37124832	37124833	96.5
"chr12"	121134686	121134687	96.8
"chr11"	45501075	45501076	68
"chrX"	141446283	141446284	79
"chr15"	45018351	45018352	87.6
"chr5"	177063063	177063064	88
"chr20"	35182927	35182928	96.5
"chr10"	133670754	133670755	83.5
"chr15"	73077979	73077980	78.6
"chr1"	22031959	22031960	4.3
"chr8"	142415795	142415796	94.7
"chr8"	105806958	105806959	53.5
"chr11"	43913132	43913133	95
"chrX"	40942944	40942945	94
"chr15"	45651365	45651366	93.9
"chr3"	129314921	129314922	3.3
"chr8"	141477929	141477930	96.8
"chr17"	83085299	83085300	87.3
"chr22"	46001414	46001415	42.3
"chr12"	18851538	18851539	3.2
"chr9"	11633994	11633995	66.2
"chr5"	24947437	24947438	53.9
"chr15"	22962833	22962834	62
"chr7"	136983624	136983625	48.8
"chr4"	143529058	143529059	96.9
"chr2"	47521158	47521159	2.8
"chr6"	4516150	4516151	95.9
"chr16"	22206368	22206369	3.3
"chr2"	23884035	23884036	95.7
"chr1"	33681871	33681872	94.6
"chr20"	44210743	44210744	3.4
"chr9"	21309571	21309572	95.7
"chr6"	17560800	17560801	95.1
"chrX"	104059774	104059775	96.5
"chr7"	99498179	99498180	62.6
"chr13"	109889953	109889954	94.8
"chrX"	68584310	68584311	53
"chr22"	38315492	38315493	3
"chrX"	18921373	18921374	95.6
"chr1"	31131889	31131890	96.9
"chr17"	41215171	41215172	94.9
"chr10"	2376858	2376859	24.7
"chr12"	19161830	19161831	92.9
"chr8"	42996444	42996445	90.4
"chr21"	42218873	42218874	2.9
"chr12"	26111054	26111055	95.1
"chr10"	126972018	126972019	21.7
"chr9"	112841981	112841982	92
"chr3"	58084139	58084140	96.3
"chr2"	231000481	231000482	61.7
"chr2"	238563641	238563642	73.3
"chr12"	122954112	122954113	96.3
"chr8"	116766738	116766739	3
"chr10"	61085100	61085101	70.4
"chr9"	107487578	107487579	3.4
"chr19"	5904693	5904694	2.9
"chr10"	89830025	89830026	95.8
"chrX"	47883370	47883371	61.5
"chr4"	187395513	187395514	81.4
"chr1"	59044594	59044595	93.1
"chr5"	174788439	174788440	39.2
"chr4"	182330783	182330784	95.6
"chr3"	14124717	14124718	3.6
"chr9"	12779336	12779337	96.6
"chr2"	237127764	237127765	64.1
"chr5"	160185596	160185597	93.6
"chr6"	128422803	128422804	92.7
"chr11"	128966356	128966357	94.6
"chr5"	151791042	151791043	67.3
"chr7"	79568928	79568929	96.8
"chr11"	33077130	33077131	96.1
"chrX"	121938981	121938982	29
"chr1"	173757992	173757993	96.9
"chr4"	9489646	9489647	75.6
"chr10"	2498364	2498365	86.5
"chr5"	73870708	73870709	7.9
"chr4"	156284398	156284399	71
"chr10"	11312709	11312710	96.8
"chr1"	201854058	201854059	96.5
"chr12"	51668882	51668883	82.2
"chr12"	109278445	109278446	73.8
"chr1"	124408712	124408713	61.1
"chr9"	5907876	5907877	96
"chr13"	42985976	42985977	96.7
"chr4"	7232088	7232089	54.5
"chr11"	51552884	51552885	70.4
"chr5"	143306598	143306599	96
"chrX"	37729843	37729844	59.4
"chr1"	99744556	99744557	96
"chr1"	154394363	154394364	97.1
"chr13"	26742570	26742571	59.1
"chr1"	204062629	204062630	94.5
"chr3"	183060942	183060943	88.2
"chr4"	11793995	11793996	94.6
"chrX"	153986987	153986988	95.4
"chrX"	60588057	60588058	94.1
"chr14"	74922914	74922915	7.4
"chr3"	127745114	127745115	95.5
"chr17"	41163911	41163912	32.2
"chr12"	39723933	39723934	3.4
"chr21"	46441574	46441575	95.8
"chr12"	73882229	73882230	8
"chr9"	32427406	32427407	88.6
"chr8"	70357600	70357601	96.3
"chr17"	26461850	26461851	5.2
"chr8"	77670778	77670779	19.5
"chr14"	31625770	31625771	92.9
"chr19"	4126683	4126684	53.9
"chr7"	21367623	21367624	86.6
"chr4"	75671974	75671975	22.2
"chr2"	9294249	9294250	95.2
"chr5"	41004398	41004399	91.5
"chr19"	39277727	39277728	37
"chr13"	27044877	27044878	94.6
"chr3"	50267565	50267566	3.7
"chrX"	59276599	59276600	54.8
"chr2"	20109953	20109954	97.3
"chr22"	46695983	46695984	96
"chr8"	29611934	29611935	93.7
"chr19"	52747598	52747599	20
"chr18"	76349224	76349225	3.1
"chr17"	45783300	45783301	7.9
"chrX"	1115320	1115321	92.3
"chr10"	100663743	100663744	93.1
"chr1"	156207147	156207148	96.2
"chr7"	100659009	100659010	87.7
"chr9"	14428939	14428940	3.1
"chr5"	112875771	112875772	96.8
"chr3"	119932836	119932837	77.7
"chr16"	28242429	28242430	58.8
"chr15"	29120535	29120536	21.5
"chr1"	15831482	15831483	95.6
"chr1"	206578195	206578196	84.8
"chr6"	110194515	110194516	97.4
"chr9"	70423244	70423245	94.9
"chr2"	226773528	226773529	93.7
"chr6"	45357044	45357045	97.1
"chr17"	44810107	44810108	92.9
"chr11"	81274911	81274912	32.1
"chr5"	98439371	98439372	55.8
"chr8"	140457707	140457708	3.9
"chr5"	151421118	151421119	92
"chr4"	143949811	143949812	96.3
"chr18"	2820230	2820231	52.8
"chr6"	169125011	169125012	76.4
"chr2"	25341879	25341880	3
"chr12"	124693163	124693164	56.4
"chrX"	6956238	6956239	96
"chr6"	1228389	1228390	87.3
"chr14"	28789579	28789580	23.5
"chr7"	58579402	58579403	82.6
"chr16"	26667273	26667274	95.2
"chr20"	56486520	56486521	96.7
"chr4"	13547698	13547699	3
"chr15"	55822322	55822323	37.4
"chr3"	131521342	131521343	55.5
"chr5"	132484463	132484464	96.8
"chr2"	227919461	227919462	60.6
"chr22"	24568715	24568716	96.5
"chr10"	45672415	45672416	3.7
"chr2"	224491008	224491009	96.4
"chr15"	28176992	28176993	95.3
"chr19"	11439780	11439781	96.4
"chr17"	8396434	8396435	95.4
"chr2"	168932879	168932880	95.8
"chr22"	38468115	38468116	2.9
"chr22"	49161339	49161340	43.6
"chr8"	67744589	67744590	93.5
"chr22"	40645494	40645495	95.8
"chr17"	14425735	14425736	96.3
"chr8"	28118241	28118242	96.2
"chr17"	37847766	37847767	77
"chr6"	166919357	166919358	96.2
"chr21"	40567264	40567265	58
"chr19"	41871625	41871626	3.4
"chr13"	52408024	52408025	95
"chr2"	177933628	177933629	67.2
"chr4"	42232987	42232988	95.6
"chr7"	33460372	33460373	91.5
"chr12"	12995077	12995078	3.5
"chr22"	35027638	35027639	85.7
"chr15"	74894996	74894997	96.4
"chr3"	26845196	26845197	86.6
"chr1"	177656778	177656779	90.2
"chr2"	219043601	219043602	14.7
"chr19"	19670400	19670401	96.9
"chrX"	78139602	78139603	4.2
"chr10"	52385701	52385702	23
"chr6"	84642580	84642581	25.9
"chrX"	146527986	146527987	94.8
"chr2"	226853961	226853962	96.2
"chr13"	60524276	60524277	97
"chr4"	160593342	160593343	10.7
"chr18"	1440790	1440791	50.2
"chr3"	62166848	62166849	90
"chr2"	231052128	231052129	95.5
"chr3"	58005581	58005582	96.2
"chr21"	34641066	34641067	96.7
"chr6"	131342346	131342347	60.4
"chr7"	75574536	75574537	97
"chrY"	25041247	25041248	35.7
"chr22"	19727429	19727430	3.4
"chrX"	62486377	62486378	42
"chr11"	101756553	101756554	41
"chr15"	78783329	78783330	88.7
"chr2"	116456060	116456061	74.2
"chr7"	30980964	30980965	78.1
"chr4"	14495779	14495780	5
"chr14"	21003716	21003717	89.7
"chr4"	26861290	26861291	3.1
"chr7"	157241147	157241148	91.1
"chr3"	17733740	17733741	95.1
"chrX"	115055403	115055404	95.4
"chr6"	35535503	35535504	88.4
"chr1"	233905387	233905388	3.3
"chr3"	65143479	65143480	55.9
"chr11"	1128771	1128772	82.7
"chr12"	130109763	130109764	93.9
"chrX"	131747746	131747747	97.4
"chr10"	6324486	6324487	44.1
"chr8"	127656441	127656442	97.5
"chr10"	34106516	34106517	76.2
"chr9"	113120147	113120148	15.1
"chr13"	106901091	106901092	58.2
"chrX"	93413618	93413619	30.5
"chr1"	25129042	25129043	89.2
"chr2"	20481497	20481498	96.2
"chr14"	75428764	75428765	2.8
"chr21"	33283618	33283619	97.2
"chr13"	51703927	51703928	55.2
"chr8"	27112779	27112780	60.7
"chr8"	79431567	79431568	93.5
"chr12"	11234742	11234743	74.3
"chr13"	53161133	53161134	25.4
"chr4"	93830632	93830633	32.7
"chr11"	127900538	127900539	79.5
"chr19"	35612372	35612373	9.2
"chr19"	4250631	4250632	95.8
"chr1"	94055200	94055201	51.5
"chr20"	6153279	6153280	6
"chr7"	5420532	5420533	2.9
"chrX"	60436860	60436861	51.1
"chr4"	140365736	140365737	18.9
"chr1"	232397371	232397372	62.4
"chr12"	95434095	95434096	96.9
"chr14"	105212703	105212704	95.4
"chrX"	80730332	80730333	93.9
"chr17"	2594727	2594728	3.2
"chr1"	228012150	228012151	63.3
"chr11"	122508066	122508067	39.4
"chr11"	72821693	72821694	97.1
"chr3"	80130892	80130893	54
"chr1"	245416647	245416648	72.5
"chr22"	15604298	15604299	43.1
"chr10"	132105100	132105101	78.5
"chr6"	108741662	108741663	96.2
"chr14"	78832780	78832781	67.2
"chr5"	133333308	133333309	82.9
"chr3"	181635611	181635612	5.7
"chrX"	104113285	104113286	2.7
"chr7"	4001005	4001006	92.8
"chr17"	61387703	61387704	95.9
"chr19"	12367117	12367118	96.7
"chr3"	107853364	107853365	96.8
"chr7"	75871204	75871205	96.6
"chr4"	101099936	101099937	82.8
"chr3"	38948694	38948695	86.6
"chrX"	140766138	140766139	3.2
"chr2"	201588365	201588366	87
"chr9"	64636489	64636490	89.9
"chr22"	43056740	43056741	96.3
"chr6"	34261180	34261181	87.5
"chr1"	231539343	231539344	96.5
"chr1"	220101949	220101950	95.4
"chr6"	122815163	122815164	4.4
"chrX"	93633033	93633034	80
"chr2"	221575144	221575145	4
"chrX"	145770289	145770290	87.7
"chr11"	25015165	25015166	62.1
"chr9"	70211627	70211628	96.4
"chr17"	42108547	42108548	95.9
"chr1"	87184933	87184934	85.9
"chr4"	177477111	177477112	95.1
"chr13"	104450089	104450090	19.2
"chr11"	3997543	3997544	96
"chr12"	10284920	10284921	96.3
"chr6"	91428560	91428561	95.6
"chr22"	40178391	40178392	5.2
"chr6"	5553912	5553913	4.8
"chr2"	57322120	57322121	88.7
"chr14"	94568722	94568723	92.8
"chr3"	123053811	123053812	51.5
"chrX"	6802374	6802375	74.8
"chr2"	12809641	12809642	48.3
"chr16"	50225301	50225302	94.2
"chr10"	20114071	20114072	35.3
"chr8"	142739480	142739481	4.2
"chr7"	129771602	129771603	95.9
"chr16"	8975496	8975497	95.9
"chr5"	89499596	89499597	97.2
"chr3"	68334382	68334383	51.1
"chr5"	30705163	30705164	83.3
"chr17"	54640308	54640309	59.5
"chr5"	76403232	76403233	3.4
"chr19"	49433622	49433623	4.2
"chr12"	63320641	63320642	93
"chr10"	47940594	47940595	47
"chr8"	92571879	92571880	93.4
"chr11"	68992300	68992301	86.8
"chr9"	80611995	80611996	39
"chr16"	88823449	88823450	95.7
"chr6"	40720030	40720031	3.9
"chr9"	37036496	37036497	3.1
"chr5"	172706551	172706552	87.2
"chr1"	245841173	245841174	5.6
"chrX"	5004640	5004641	18.9
"chr14"	55129150	55129151	3.3
"chr2"	239567963	239567964	93.2
"chr8"	51514890	51514891	29.5
"chr16"	59566332	59566333	85.1
"chr18"	22542516	22542517	49.5
"chr10"	16675119	16675120	96.3
"chr16"	78007021	78007022	89
"chr2"	207662022	207662023	73.3
"chr15"	51814179	51814180	95.9
"chr14"	88331061	88331062	77.7
"chr16"	5001479	5001480	96.8
"chr8"	115213836	115213837	96.7
"chr4"	7992051	7992052	39.9
"chr12"	131681326	131681327	91.7
"chr8"	43192206	43192207	96.2
"chr2"	51981967	51981968	47.8
"chr10"	116595267	116595268	96.1
"chr5"	157826772	157826773	33.4
"chr20"	43608855	43608856	96.2
"chr17"	8799239	8799240	94.2
"chr6"	166383110	166383111	3.4
"chr9"	121656029	121656030	91.8
"chr1"	212979695	212979696	3.4
"chr2"	150034120	150034121	5.2
"chr13"	25223106	25223107	95.1
"chr1"	55215846	55215847	4.3
"chr11"	41954506	41954507	7.5
"chr5"	26085535	26085536	90.5
"chr19"	49689625	49689626	96.6
"chr8"	143423165	143423166	6
"chr4"	179469876	179469877	85.1
"chr16"	56877112	56877113	95.7
"chr11"	2552259	2552260	66.2
"chr7"	84951618	84951619	43.4
"chr11"	6347324	6347325	82.7
"chr1"	20635276	20635277	95.3
"chr10"	14793152	14793153	87.7
"chr6"	73657941	73657942	96.5
"chr11"	94543872	94543873	2.7
"chr4"	11047803	11047804	63.3
"chr2"	10776414	10776415	96.3
"chr6"	43326286	43326287	90.3
"chr4"	116672546	116672547	94.7
"chr14"	58715575	58715576	87.1
"chr7"	6771880	6771881	96.7
"chr11"	99201314	99201315	79
"chr7"	149147398	149147399	3.4
"chr18"	74260876	74260877	94.1
"chr3"	183101326	183101327	65.5
"chr4"	7697106	7697107	7.9
"chr10"	69655688	69655689	81.8
"chr10"	47256874	47256875	42.4
"chr12"	88035819	88035820	3.1
"chr16"	87160615	87160616	87.6
"chr7"	119537569	119537570	31.6
"chr6"	52910329	52910330	95.5
"chr13"	89558009	89558010	96.7
"chr17"	53587304	53587305	84
"chr7"	41829072	41829073	92.9
"chr19"	29845647	29845648	3.7
"chr19"	49273321	49273322	95.3
"chr7"	37610122	37610123	95.4
"chr7"	76000060	76000061	95.9
"chr1"	22786909	22786910	4.3
"chr22"	16202292	16202293	71.5
"chr11"	65857815	65857816	2.9
"chr5"	62305166	62305167	95.9
"chr11"	69371987	69371988	53.6
"chr1"	34549502	34549503	7.9
"chr4"	37544897	37544898	86.1
"chr7"	118871119	118871120	32.4
"chr2"	42494515	42494516	3.7
"chr7"	148261927	148261928	89
"chr11"	18701802	18701803	94.1
"chr12"	107500751	107500752	50.7
"chr12"	40413377	40413378	56
"chr8"	41294903	41294904	39.8
"chr7"	155359412	155359413	31
"chr4"	47325201	47325202	40.3
"chr18"	48874328	48874329	93.6
"chr18"	34920732	34920733	3.8
"chr2"	21106084	21106085	96.2
"chr9"	93699555	93699556	73.9
"chr22"	36821400	36821401	95
"chr4"	110414447	110414448	16.4
"chr1"	99659611	99659612	17.4
"chr8"	6272939	6272940	13.7
"chr5"	163143179	163143180	50.6
"chr8"	7568497	7568498	93.4
"chr5"	14375576	14375577	96.3
"chr19"	8862803	8862804	28.4
"chr20"	37937479	37937480	64
"chr12"	89353763	89353764	3.5
"chr22"	37762434	37762435	96.9
"chr20"	50192115	50192116	3
"chr13"	33630520	33630521	72
"chr2"	19877914	19877915	85.8
"chr8"	122817382	122817383	96.4
"chr20"	37598255	37598256	3
"chr18"	39868447	39868448	59.9
"chr10"	21183384	21183385	34.3
"chr3"	101247232	101247233	56.7
"chr6"	4123734	4123735	97.3
"chr16"	47123947	47123948	93.5
"chr12"	132770470	132770471	4.3
"chr19"	30321037	30321038	91.3
"chr3"	118269758	118269759	96.2
"chr16"	915939	915940	96.2
"chr8"	51056285	51056286	95.7
"chr6"	170317603	170317604	75.4
"chr10"	47211914	47211915	8
"chr19"	41543247	41543248	92.3
"chr7"	33095140	33095141	67.2
"chr18"	69225034	69225035	96.5
"chr3"	76153705	76153706	91.5
"chr1"	206107456	206107457	31.6
"chr1"	222762956	222762957	95.4
"chr3"	195013463	195013464	78.6
"chr7"	78350110	78350111	12.8
"chr2"	45663776	45663777	96.6
"chr7"	75144577	75144578	2.6
"chr1"	1122324	1122325	3
"chrX"	13288538	13288539	74.6
"chr2"	102037393	102037394	96.2
"chr6"	44021232	44021233	90.5
"chr19"	942414	942415	87.5
"chr14"	61108430	61108431	56.6
"chr2"	128758076	128758077	79.8
"chr11"	67315999	67316000	97.2
"chr12"	42350770	42350771	96.6
"chr9"	88369164	88369165	95.1
"chr9"	126499644	126499645	4.5
"chr6"	73454845	73454846	95.2
"chr18"	24566651	24566652	50.5
"chr9"	65858529	65858530	96.2
"chr4"	57528051	57528052	69
"chrY"	10658813	10658814	51.9
"chr13"	103704225	103704226	81.1
"chr1"	168862845	168862846	45.7
"chr8"	6657760	6657761	96.6
"chr16"	3606598	3606599	95.8
"chr15"	77907932	77907933	93
"chr13"	32310858	32310859	96.9
"chr16"	46401389	46401390	90.9
"chr9"	83032226	83032227	58.4
"chr7"	52948923	52948924	31.3
"chr8"	98245538	98245539	95.2
"chr15"	98678673	98678674	54.5
"chr11"	119334441	119334442	19.2
"chr8"	78101926	78101927	90.5
"chr10"	48506038	48506039	13
"chr10"	24370132	24370133	93.5
"chr1"	11279098	11279099	96.5
"chr1"	114388126	114388127	95.1
"chr9"	12588673	12588674	66.9
"chr15"	80956327	80956328	95.2
"chr5"	51733263	51733264	56.7
"chr1"	200820907	200820908	93.4
"chr2"	97659357	97659358	96.5
"chr7"	140830667	140830668	65.3
"chr12"	110050895	110050896	96.1
"chrX"	26918398	26918399	51.4
"chr11"	112600349	112600350	18.5
"chr2"	33411423	33411424	97.3
"chr5"	147480948	147480949	58.6
"chr9"	40161218	40161219	73.9
"chr9"	94742883	94742884	97.1
"chr18"	54821821	54821822	94.7
"chr4"	128062255	128062256	3.7
"chr4"	188706312	188706313	95.7
"chr4"	171942217	171942218	92.5
"chr18"	75054757	75054758	94.9
"chr14"	105062694	105062695	39.8
"chr4"	56501536	56501537	95.9
"chr6"	109403032	109403033	88.9
"chr3"	52478987	52478988	95.1
"chr4"	190173720	190173721	83.5
"chr4"	146963987	146963988	15.2
"chr4"	40382698	40382699	84.8
"chr12"	116728031	116728032	93.8
"chr19"	9955643	9955644	95
"chr12"	11859006	11859007	96.6
"chr12"	126485879	126485880	95.3
"chr10"	63291087	63291088	94
"chr1"	12316109	12316110	96.7
"chr1"	125119388	125119389	96.4
"chr8"	57612994	57612995	40.9
"chr19"	27258831	27258832	2.9
"chr11"	2924797	2924798	65.1
"chr10"	21910275	21910276	96.7
"chrX"	118330602	118330603	96.1
"chr11"	93444612	93444613	96.1
"chr9"	117582272	117582273	87.1
"chr2"	3188974	3188975	96.8
"chr6"	25975311	25975312	33.7
"chr8"	143139825	143139826	82.3
"chr8"	132416129	132416130	91
"chr5"	79206465	79206466	5.6
"chr18"	44141084	44141085	28.1
"chr1"	107817247	107817248	43.2
"chr2"	131456818	131456819	92.1
"chr16"	56964186	56964187	89.2
"chr10"	48690637	48690638	69.8
"chr17"	36638274	36638275	95.5
"chr1"	243628248	243628249	96.9
"chr2"	133320011	133320012	92.7
"chr14"	49791608	49791609	94.7
"chr18"	3071361	3071362	93.4
"chr12"	32755997	32755998	3.9
"chr18"	59268988	59268989	8.1
"chr8"	93212448	93212449	67.8
"chr1"	154410448	154410449	49
"chr15"	59389012	59389013	95.6
"chr18"	44600031	44600032	56.1
"chr10"	34804278	34804279	89.9
"chr18"	49459841	49459842	3.7
"chr7"	106134155	106134156	88.2
"chr6"	21248315	21248316	95.6
"chr9"	100283930	100283931	97.2
"chr11"	97528419	97528420	24.5
"chr8"	125641559	125641560	95.9
"chr10"	129868507	129868508	95.1
"chr11"	90333140	90333141	86.7
"chr14"	49136114	49136115	15.2
"chr2"	209605057	209605058	27.5
"chr1"	150737123	150737124	94.4
"chr9"	20169339	20169340	39.1
"chr12"	61314863	61314864	49
"chr6"	1916130	1916131	94.1
"chr10"	25880880	25880881	91.7
"chr4"	95527057	95527058	94
"chr22"	41779095	41779096	96.7
"chr22"	42123694	42123695	86.7
"chr4"	52530384	52530385	68.4
"chr10"	66324753	66324754	95.8
"chr9"	107884376	107884377	95.1
"chr21"	37994340	37994341	43.6
"chr4"	156704418	156704419	80.1
"chr4"	94656509	94656510	95.1
"chr1"	87617490	87617491	48.5
"chr2"	86229799	86229800	96.6
"chr19"	13271731	13271732	8.8
"chr1"	163077114	163077115	94
"chr11"	108096009	108096010	96.5
"chr7"	114922703	114922704	3.3
"chrX"	127930297	127930298	6.1
"chr4"	43546651	43546652	4.3
"chr2"	200129043	200129044	97
"chr8"	58147154	58147155	95.5
"chr15"	47952245	47952246	94.8
"chr18"	70539131	70539132	80.3
"chr20"	18184204	18184205	97.7
"chr13"	57438250	57438251	89.4
"chr9"	94528523	94528524	93.4
"chr11"	83062958	83062959	2.9
